cod;code;group;name_en;name;energy;protein;carbs;fat;nonSaturatedFat;saturatedFat;sugar;fiber;cholesterol;potassium;sodium;salt;fresh;allergens
23829;23829;7;Crepe filled with chocolate, prepacked;Crepe relleno de chocolate, envasado;0;6,43;58,7;20,4;13,59;5,52;38,2;1,96;53,6;240;330;0,83;FALSE;[4,8]
23830;23830;7;Crepe filled with strawberries, prepacked;Crepe relleno de fresas, envasado;0;5,35;66,7;6,6;0;2;30,8;1;0;0;400;1,02;FALSE;[4,8]
23815;23815;7;Crepe filled with sugar, prepacked;Crepe relleno de azúcar, envasado;0;6,62;58,7;15,8;2,09;9,38;31;1,04;0;0;572;1,44;FALSE;[4]
25549;25549;1;Crepe or buckwheat crepe, filled with cheese and bechamel sauce, prepacked;Crepe o crepe de trigo sarraceno, relleno de queso y salsa bechamel, envasado;149;6,02;17,7;5,75;3,41;2,02;3,86;1,05;37,3;118;404;0,92;FALSE;[4,8]
25410;25410;1;Crepe or buckwheat crepe, filled with cheese, ham and bechamel sauce, prepacked;Crepe o crepe de trigo sarraceno, relleno de queso, jamón y salsa bechamel, envasado;182;8,83;19,1;7,5;2,34;3,9;1,7;1,55;15,2;148;466;1,1;FALSE;[4,8]
25552;25552;1;Crepe or buckwheat crepe, filled with cheese, ham, mushrooms and bechamel sauce, prepacked;Crepe o crepe de trigo sarraceno, relleno de queso, jamón, champiñones y salsa bechamel, envasado;159;8,3;16,6;6,3;3,4;1,5;2,7;1,2;31,2;86,6;260;0,95;FALSE;[4,8]
25562;25562;1;Crepe or buckwheat crepe, filled with egg, ham and cheese, prepacked;Crepe o crepe de trigo sarraceno, relleno de huevo, jamón y queso, envasado;209;12,7;15,2;9,8;3,35;6,02;1,1;4,5;105;190;445;1,12;FALSE;[4,8,7]
25625;25625;1;Crepe or buckwheat crepe, filled with fish and/or seafood, prepacked;Crepe o crepe de trigo sarraceno, relleno de pescado y/o mariscos, envasado;206;8,5;14,3;12,4;0;6,95;2,4;1,6;0;0;445;1,13;FALSE;[4,5]
25411;25411;1;Crepe or buckwheat crepe, filled with mushrooms and bechamel sauce, prepacked;Crepe o crepe de trigo sarraceno, relleno de champiñones y salsa bechamel, envasado;150;4,83;20,7;5,02;0;0,92;2,7;1,32;0;260;333;0,99;FALSE;[4,8]
25581;25581;1;Crepe or buckwheat crepe, filled with mushrooms and bechamel sauce, prepacked, cooked;Crepe o crepe de trigo sarraceno, relleno de champiñones y salsa bechamel, envasado y cocido;172;5,5;18,5;7,7;4,73;2,48;3,16;3,4;34,5;180;304;0,76;FALSE;[4,8]
25572;25572;1;Crepe or buckwheat crepe, filled with scallops, prepacked;Crepe o crepe de trigo sarraceno, relleno de vieiras, envasado;168;7,7;15,8;8;0;2,4;2,8;1,2;0;0;0;1,18;FALSE;[4,9]
23821;23821;7;Crepe, filled with chocolate or chocolate and hazelnut spread, home-made;Crepe, relleno de chocolate o crema de chocolate y avellanas, casero;0;8,1;54,3;14,6;6,68;7,21;20,4;2,44;43,8;223;359;0,9;FALSE;[4,8]
25409;25409;1;Crepe, filled with ham, prepacked;Crepe relleno de jamón, envasado;136;5,75;18,7;4;2,82;0,95;1,89;1,2;30;220;236;0,84;FALSE;[4,8,7]
23820;23820;7;Crepe, filled with jam, home-made;Crepe relleno de mermelada, casero;0;6,51;54;5,74;2,08;3,36;19,4;1;41,3;126;356;0,89;FALSE;[4,8,7]
23799;23799;7;Crepe, plain, prepacked, refrigerated;Crepe simple, envasado, refrigerado;0;6,49;40;7,21;0,314;6,5;19,1;1,9;60,9;140;240;0,61;FALSE;[4,8,7]
23800;23800;7;Crepe, plain, prepacked, room temperature;Crepe simple, envasado, a temperatura ambiente;0;8,5;58,1;14,1;6,6;6,51;28,1;1,3;54,7;162;685;1,71;FALSE;[4,8,7]
26157;26157;4;Crevalle jack, raw;Jurel toro, crudo;104;19,9;0;2,7;1,671731;1,03938;0;0;0;415;89;0,22;TRUE;[]
7410;7410;3;Crispbread, extruded and grilled;Pan crujiente, extruido y a la parrilla;379;9,97;73,7;3,57;1,43;0,96;6,36;4,37;0;254;576;1,43;FALSE;[4]
24007;24007;7;Crispy biscuit (cookie), with chocolate, reduced fat;Galleta crujiente, con chocolate, reducida en grasa;0;7;69;11;5,96;3,18;22,4;8,4;0;0;870;2,18;FALSE;[4,8]
24031;24031;7;Crispy biscuit (cookie), without chocolate, reduced fat;Galleta crujiente, sin chocolate, reducida en grasa;0;5,63;80,1;8,8;3,67;2,85;29,4;2,5;40;211;311;0,78;FALSE;[4]
7602;7602;7;Croissant;Croissant;375;6,65;40,4;20;6,58;11,6;8,83;2,32;26,5;172;450;1,1;FALSE;[4,8,7]
25418;25418;1;Croissant filled with ham;Croissant relleno de jamón;243;7,9;19,2;14,6;5,09;8,5;2,6;1,53;0;216;500;1,1;FALSE;[4,8,7]
26266;26266;1;Croissant filled with ham and cheese, prepacked;Croissant relleno de jamón y queso, envasado;258;8,92;22;14,5;0;8,77;2,77;2;0;0;510;1,28;FALSE;[4,8]
7650;7650;7;Croissant w almonds, from bakery;Croissant con almendras, de panadería;446;7,62;35,9;29,1;12,48;15;14,1;3,7;78,5;174;317;0,79;FALSE;[4]
7620;7620;7;Croissant, butter, from bakery;Croissant de mantequilla, de panadería;420;6,61;45,7;22,6;5,87;15,1;7,3;2,5;76,6;120;463;1,16;FALSE;[4,8]
7615;7615;7;Croissant, ordinary, from bakery;Croissant común, de panadería;412;6,33;47,6;21,1;8,41;11,6;7,88;1,8;21,7;130;523;1,31;FALSE;[4]
12833;12833;5;Crottin cheese, from goat's milk;Queso Crottin, de leche de cabra;340;22,4;0;28;6,41;19,6;0,25;0;111;238;467;1,17;TRUE;[8]
12832;12832;5;Crottin cheese, from goat's milk, from raw milk;Queso Crottin, de leche de cabra, de leche cruda;384;23,2;0;32,6;6,29;24,1;0;0;133;0;405;1,01;TRUE;[8]
12834;12834;5;Crottin de Chavignol cheese, from goat's milk;Queso Crottin de Chavignol, de leche de cabra;296;19,7;0;24,4;6,45;16,2;0,5;0;92,9;300;518;1,3;TRUE;[8]
38500;38500;3;Crouton with garlic, herbs or onions, prepacked;Crutón con ajo, hierbas o cebolla, envasado;492;8,81;58,9;24,1;20,81;2,24;11,8;2;0;200;976;2,44;FALSE;[4]
7431;7431;3;Croutons, for spreads;Crutones, para untar;374;12,3;70;2,85;0;1,45;7,5;7;0;0;500;1,3;FALSE;[4]
7432;7432;3;Croutons, plain, prepacked;Crutones, simples, envasados;495;8,38;59,1;24,1;18,72;4,3;4;2,6;0;190;680;1,7;FALSE;[4]
10043;10043;4;Crustacean or mollusk (average);Crustáceo o molusco (promedio);104;18,9;3,06;1,76;0,92;0,35;0,12;0,00092;111;271;439;1,1;FALSE;[5,9]
26260;26260;1;Cucumber salad, w fresh cream cheese sauce, prepacked;Ensalada de pepino con salsa de queso crema fresco, envasada;0;1,1;1,97;11,3;0;1,35;1,39;1,48;0;0;411;1,07;FALSE;[8]
20019;20019;2;Cucumber, pulp and peel, raw;Pepino, pulpa y piel, crudo;15,6;0,64;2,54;0,11;0,042;0,035;1,67;0,6;0;157;4,8;0,012;TRUE;[]
20808;20808;2;Cucumber, pulp with seeds, raw, sampled in the island of La Martinique;Pepino, pulpa con semillas, crudo, muestreado en la isla de La Martinica;0;0,73;0;0,58;0,19;0,092;0;0;0;0;0;0;TRUE;[]
20210;20210;2;Cucumber, pulp, raw;Pepino, pulpa, crudo;14,7;0,56;2,23;0,5;0,157456;0,0581;1,8;0,8;0;140;5;0,013;TRUE;[]
20809;20809;2;Cucumber, pulp, raw, sampled in the island of La Martinique;Pepino, pulpa, crudo, muestreado en la isla de La Martinica;0;0,42;0;0,27;0,19;0,092;0;0;0;0;0;0;TRUE;[]
15028;15028;2;Cucurbitacea, seed;Semilla de cucurbitácea;0;30,2;4,71;49,1;37,2;8,66;1,4;6;0;809;7;0,018;FALSE;[]
11042;11042;10;Cumin, seed;Semilla de comino;427;17,8;33,7;22,3;17,28;1,54;2,25;10,5;0;1790;168;0,42;FALSE;[]
28800;28800;4;Cured ham, raw;Jamón curado, crudo;225;25,9;0,76;13,2;7,64;5,09;0,75;0;72,2;591;2250;5,67;FALSE;[14]
28801;28801;4;Cured ham, raw, smoked;Jamón curado, crudo, ahumado;246;24,2;0,98;16,1;8,92;6,72;0,53;0;88;256;2050;5,17;FALSE;[14]
28804;28804;4;Cured ham, raw, smoked, reduced fat;Jamón curado, crudo, ahumado, reducido en grasa;142;27,7;0,1;3,4;1,61;0,71;0;0;0;0;1700;4,24;FALSE;[]
30900;30900;4;Cured meat and sausages (average);Carnes curadas y embutidos (promedio);238;19,7;1,47;17,1;9,04;6,61;0,86;0,25;77;380;992;2,47;FALSE;[]
20012;20012;2;Curly endive, raw;Endivia rizada, cruda;0;1,48;2,4;0,25;0,115;0,061;0,7;2,45;0;367;33,5;0,084;TRUE;[]
20219;20219;2;Curly kale, cooked;Col rizada, cocida;0;1,9;3,63;0,4;0,22;0,052;1,25;2;0;228;23;0,058;FALSE;[]
20218;20218;2;Curly kale, raw;Col rizada, cruda;0;4,33;4,2;1,07;0,583;0,12;2,26;4,9;0;378;36,5;0,091;TRUE;[]
11132;11132;10;Curry sauce, prepacked;Salsa de curry, envasada;77,4;1,02;10,6;3,16;0;2,11;5,83;1,28;7,5;139;447;1,12;FALSE;[10]
11005;11005;10;Curry, powder;Curry, en polvo;301;14,5;2,63;14;11,84;1,65;2,63;53,2;0;1170;52;0,13;FALSE;[10]
39209;39209;5;Custard cream with caramel sauce, refrigerated;Crema pastelera con salsa de caramelo, refrigerada;132;4,45;20,6;3,6;1,25;1,93;18;0;12;150;57,1;0,14;FALSE;[8,7]
39211;39211;5;Custard cream with eggs (a small jar of chocolate or vanilla cream or other flavour), refrigerated;Crema pastelera con huevos (un pequeño tarro de crema de chocolate o vainilla u otro sabor), refrigerada;176;4,32;19,4;8,88;2,37;5,23;16,4;0,67;66,6;210;54,2;0,14;TRUE;[8,7]
39505;39505;5;Custard dessert, canned (average);Postre de natillas, enlatado (promedio);135;3,49;21,4;3,52;1,78;1,22;16,4;1,98;7,7;188;54,6;0,14;FALSE;[8]
39247;39247;5;Custard dessert, caramel, refrigerated;Postre de natillas, caramelo, refrigerado;117;2,92;18,6;3,47;0,783;2,22;15,9;0,12;0;0;78;0,18;FALSE;[8]
39506;39506;5;Custard dessert, chocolate, canned;Postre de natillas, chocolate, enlatado;138;3,25;21,8;3,42;2,63;0,6;16,8;3,6;3;247;41,6;0,1;FALSE;[8]
39200;39200;5;Custard dessert, chocolate, refrigerated;Postre de natillas, chocolate, refrigerado;130;3,39;19,9;3,93;1,17;2,6;16,5;0,72;10,7;260;59,2;0,15;FALSE;[8]
39246;39246;5;Custard dessert, coffee, refrigerated;Postre de natillas, café, refrigerado;116;2,93;17,8;3,69;1,11;2,5;14;0,042;0;0;67,1;0,16;FALSE;[8]
19673;19673;5;Custard dessert, reduced fat, refrigerated;Postre de natillas, reducido en grasa, refrigerado;79,2;3,64;12,4;1,3;0,35;0,83;11,8;3;0;0;54;0,14;FALSE;[8]
39230;39230;5;Custard dessert, refrigerated (average);Postre de natillas, refrigerado (promedio);133;3,42;17,9;5,1;1,31;3,3;15,7;0,85;35;201;56,4;0,14;FALSE;[8]
39511;39511;5;Custard dessert, refrigerated or canned (average);Postre de natillas, refrigerado o enlatado (promedio);133;3,42;18;5,07;1,32;3,25;15,7;0,88;34;201;56,3;0,14;FALSE;[8]
39214;39214;5;Custard dessert, vanilla, canned;Postre de natillas, vainilla, enlatado;132;3,7;21,1;3,62;1;1,8;16;0,5;12;134;66,5;0,17;FALSE;[8]
39229;39229;5;Custard dessert, vanilla, refrigerated;Postre de natillas, vainilla, refrigerado;105;3,06;14,4;3,6;0,85;2,48;14,2;3;0;131;48;0,12;FALSE;[8]
19681;19681;5;Custard topped with whipped cream (chocolate, coffee, caramel or vanilla custard), refrigerated;Natillas coronadas con crema batida (natillas de chocolate, café, caramelo o vainilla), refrigeradas;0;3;18,8;5,78;0,302;3,88;15,6;0,27;22,9;280;50,9;0,13;FALSE;[8]
10016;10016;4;Cuttlefish, raw;Sepia, cruda;76,3;16,2;0,51;1,05;0,48;0,35;0;0;111;351;372;0,93;TRUE;[9]
20811;20811;2;Dachine, pulp, steamed, sampled in the island of La Martinique;Dachine, pulpa, al vapor, probada en la isla de La Martinica;0;1,15;0;0,3;0,19;0,092;0;0;0;0;0;0;FALSE;[]
13173;13173;11;Dairy cereal-based beverage for baby's breakfast;Bebida láctea a base de cereales para el desayuno del bebé;85,5;1,9;12,7;2,89;1,53;1,23;4,7;0,6;1,28;0;33;0,083;FALSE;[4,8]
13170;13170;11;Dairy cereal-based beverage for baby's breakfast from 12 months;Bebida láctea a base de cereales para el desayuno del bebé a partir de los 12 meses;86,3;2,23;12,6;2,78;1,47;1,19;4,7;1,1;0;259;26,5;0,066;FALSE;[4,8]
13163;13163;11;Dairy cereal-based beverage for baby's breakfast from 4/6 months;Bebida láctea a base de cereales para el desayuno del bebé a partir de los 4/6 meses;83,7;1,98;12,1;2,7;1,25;1,26;5,7;3;0;115;32;0,08;FALSE;[4,8]
13169;13169;11;Dairy cereal-based beverage for baby's breakfast from 8/9 months;Bebida láctea a base de cereales para el desayuno del bebé a partir de los 8/9 meses;84,2;2,36;11,6;2,8;1,38;1,26;5,57;3;0;84,1;33;0,083;FALSE;[4,8]
13162;13162;11;Dairy cereal-based beverage with fruits for baby's snack from 4/6 months;Bebida láctea a base de cereales con frutas para la merienda del bebé a partir de los 4/6 meses;67,6;1,75;7,7;3;1,64;1,23;6,8;1,5;2,04;119;38,4;0,096;FALSE;[4,8]
13161;13161;11;Dairy cereal-based beverage with vegetables for baby's dinner from 4/6 months;Bebida láctea a base de cereales con verduras para la cena del bebé a partir de los 4/6 meses;82,1;2,14;11,6;2,83;1,26;1,42;3,71;0,9;1,36;0;35,9;0,09;FALSE;[4,8]
13164;13164;11;Dairy dessert for baby, custard type;Postre lácteo para bebé, tipo natillas;90;3,32;11,3;3,1;1,07;1,74;8,55;3;8,07;153;35;0,088;FALSE;[8]
13166;13166;11;Dairy dessert for baby, plain with sugar or with fruits;Postre lácteo para bebé, natural con azúcar o con frutas;100;3,19;12,5;3,5;0,92;2,28;9,26;3;11;131;30;0,075;FALSE;[8]
13165;13165;11;Dairy dessert for baby, with rice or semolina;Postre lácteo para bebé, con arroz o sémola;93,8;3,45;11,7;3,3;0,84;2,21;8,65;3;10,8;109;30;0,075;FALSE;[8,4]
19508;19508;5;Dairy drink or fermented milk or yogurt, flavoured, with sugar;Bebida láctea o leche fermentada o yogur, con sabor, con azúcar;73,7;2,98;11,6;1,4;0,215;0,95;11,3;0,028;5,46;140;31,3;0,08;FALSE;[8]
19538;19538;5;Dairy drink or fermented milk or yogurt, plain, with sugar, with L Casei;Bebida láctea o leche fermentada o yogur, natural, con azúcar, con L Casei;0;2,76;12,9;1,6;0,234;1,05;12,9;0,05;5;112;40;0,1;FALSE;[8]
19535;19535;5;Dairy drink or fermented milk or yogurt, with fruits, with sugar;Bebida láctea o leche fermentada o yogur, con frutas, con azúcar;82,8;3,09;13,1;1,69;0;1,06;12,8;0,079;0;116;46,9;0,12;FALSE;[8]
16713;16713;9;Dairy fat 20% fat, light, spreadable, unsalted;Grasa láctea 20% de grasa, ligera, untable, sin sal;201;0,5;6,2;19,1;5,14;12,1;1,56;3;59;48,1;250;0,63;FALSE;[8]
16712;16712;9;Dairy fat 25% fat, light, spreadable, unsalted;Grasa láctea 25% de grasa, ligera, untable, sin sal;247;0,4;3,8;25,6;6,72;16,3;0;0;70;51,2;286;0,72;FALSE;[8]
20038;20038;2;Dandelion, raw;Diente de león, crudo;0;2,91;6,1;0,85;0,324;0,17;0,71;2,7;0;397;87,8;0,22;TRUE;[]
31080;31080;7;Dark chocolate bar, filled with praline;Barra de chocolate oscuro, rellena de praliné;0;6,38;52,4;34,8;16,36;16,9;48,8;5,07;7,92;400;13,7;0,039;FALSE;[8]
31005;31005;7;Dark chocolate bar, less than 70% cocoa;Barra de chocolate oscuro, menos del 70% de cacao;0;6,63;42,9;33,8;10,31;22,5;38,3;12;1,45;490;7,73;0,023;FALSE;[8]
31085;31085;7;Dark chocolate bar, more than 40% cocoa, for cooking;Barra de chocolate oscuro, más del 40% de cacao, para cocinar;0;6,39;51,4;33,1;10,94;22;41,6;8,76;1,73;300;5,36;0,015;FALSE;[8]
31074;31074;7;Dark chocolate bar, more than 70% cocoa;Barra de chocolate oscuro, más del 70% de cacao;591;10,4;26,9;46,3;15,46;28,7;17,9;12,8;6,07;750;8;0,02;FALSE;[]
31070;31070;7;Dark chocolate bar, with dried fruits (nuts, almonds, raisin, praline);Barra de chocolate oscuro, con frutos secos (nueces, almendras, pasas, praliné);567;8,69;40,7;39;17,87;17,5;38,2;8,4;0,88;510;12;0,03;FALSE;[]
31069;31069;7;Dark chocolate bar, with fruits (orange, raspberries, pear);Barra de chocolate oscuro, con frutas (naranja, frambuesas, pera);0;6,8;45,3;34,4;10,39;22,5;35,7;10,3;2,4;0;31,3;0,078;FALSE;[]
31030;31030;7;Dark chocolate bar, without sugar and with artificial sweeteners;Barra de chocolate oscuro, sin azúcar y con edulcorantes artificiales;525;8,48;34,1;42,3;15,07;26,6;2;10,2;3,3;793;1,7;0,0063;FALSE;[]
39233;39233;5;Dark chocolate fondant w light custard cream, prepacked;Fondant de chocolate oscuro con crema pastelera ligera, envasado;0;5,05;20;14,3;2,4;6,8;0;0;0;0;0;0;FALSE;[7,8]
31072;31072;7;Dark chocolate, filled with mint confectionery;Chocolate oscuro, relleno de confitería de menta;0;2,9;70,5;16;4,25;11;69;4;3,22;150;0;0;FALSE;[]
13011;13011;2;Date, pulp and peel, dried;Dátil, pulpa y piel, secos;0;1,81;64,7;0,25;0,121;0,075;64,7;7,3;0;696;39;0,098;FALSE;[]
4021;4021;2;Dauphine potato, frozen, cooked;Patata Dauphine, congelada, cocida;302;4,5;30,2;17,7;13,54;3,39;3,5;2;51,7;180;527;1,32;FALSE;[]
4020;4020;2;Dauphine potato, frozen, raw;Patata Dauphine, congelada, cruda;285;4,62;25,6;17,7;13,55;3,98;1,96;2,34;0;138;468;1,17;FALSE;[]
25056;25056;1;"Dauphiné-style creamed potatoes ""au gratin""";"Patatas a la crema al estilo Dauphiné ""au gratin""";0;3,38;14,5;4,2;1,19;2,67;2,08;1,5;14,3;219;325;0,81;FALSE;[8]
18069;18069;6;Decaffeinated coffee, powder, instant;Café descafeinado, en polvo, instantáneo;357;12,7;76;0,2;0,105;0,087;0;0;0;3500;23;0,058;FALSE;[]
18072;18072;6;Decaffeinated instant coffee, without sugar, ready-to-drink;Café instantáneo descafeinado, sin azúcar, listo para beber;2,1;0,12;0,4;0,002;0,001;0,001;0;0;0;36;4;0,01;FALSE;[]
18070;18070;6;Decaffeinated not instant coffee, without sugar, ready-to-drink;Café no instantáneo descafeinado, sin azúcar, listo para beber;4,42;0,1;0,6;0,18;0,062;0,047;0;0;0;84,5;8;0,02;FALSE;[]
10059;10059;4;deep water pink shrimp, raw;Camarón rosado de aguas profundas, crudo;92,3;21,9;0;0,53;0,226;0,11;0;0;112;264;119;0,3;TRUE;[5]
24999;24999;0;Desert (average);Postre (promedio);;4,63;36,6;12,9;6,42;5,18;23,7;1,54;56,7;181;153;0,38;FALSE;[]
23008;23008;7;Dessert, Opera cake type;Postre, tipo pastel Ópera;0;5,19;39,6;24;9,5;13,4;35,1;2,3;80,2;240;42;0,11;FALSE;[7,8,4]
25200;25200;1;Devilled pork shoulder in mustard sauce, prepacked;Paleta de cerdo a la diabla en salsa de mostaza, envasado;120;13,5;2,08;6,07;0;2,2;1,38;1,45;0;0;901;2,25;FALSE;[10]
20051;20051;2;Diced mixed vegetables, canned, drained;Verduras mixtas en cubos, enlatadas, escurridas;40,4;2,32;5,59;0,28;0,136;0,076;1,73;3,16;0;291;243;0,61;FALSE;[]
18350;18350;10;Dietary drink for sport;Bebida dietética para deportistas;0;0,05;5,26;0,14;0;0;5,26;0;0;6,24;50,2;0,13;FALSE;[]
11093;11093;10;Dill, fresh;Eneldo, fresco;48,2;3,93;3,9;1,1;0,604;0,27;1,2;3,5;0;647;27;0,15;FALSE;[]
30177;30177;4;Diot (sausage from Savoy), raw;Diot (salchicha de Saboya), cruda;0;18;0;30;3,17;2,145;0;0;0;0;900;2,25;FALSE;[]
23885;23885;7;Doughnut filled with chocolate, prepacked;Donut relleno de chocolate, envasado;420;7,31;45,9;22,5;13,1;8,41;18,6;2,6;45,2;180;280;0,7;FALSE;[4,8,7]
23884;23884;7;Doughnut filled with fruits, prepacked;Donut relleno de frutas, envasado;362;5,65;47,6;16;9,28;6,05;14,5;2,15;0;0;338;0,78;FALSE;[4,8,7]
23881;23881;7;Doughnut filled with jam;Donut relleno de mermelada;378;6,36;45,6;18,7;12,58;4,84;19,9;0,9;26;79;283;0,71;FALSE;[4,8,7]
23880;23880;7;Doughnut, plain;Donut, simple;404;7,25;39,4;23,7;13,13;9,46;10,7;2;19;93;444;1,11;FALSE;[4,8,7]
19639;19639;5;Drained soft fresh cheese, 0% fat;Queso fresco suave escurrido, 0% grasa;0;4,47;4,44;0;0;0;3,99;0;4,91;151;42,5;0,11;FALSE;[8]
19641;19641;5;Drained soft fresh cheese, around 6% fat;Queso fresco suave escurrido, alrededor de 6% grasa;84,2;4,47;3,57;5,5;1,29;3,74;3,57;0;18,2;150;35;0,088;FALSE;[8]
19638;19638;5;Drained soft fresh cheese, fruit sauce;Queso fresco suave escurrido, salsa de frutas;0;3,57;8,5;5;1,33;3,4;8,5;0;0;0;30,7;0,077;FALSE;[8]
9822;9822;3;Dried egg pasta, cooked, unsalted;Pasta de huevo seca, cocida, sin sal;134;4,57;23;2;1,13;0,34;0,8;2;34,3;25;5;0,01;FALSE;[4,7]
9821;9821;3;Dried egg pasta, raw;Pasta de huevo seca, cruda;381;14;68;4,72;2,58;1,34;2,19;3,15;84;244;34;0,085;FALSE;[4,7]
9811;9811;3;Dried pasta, cooked, unsalted;Pasta seca, cocida, sin sal;126;3,99;25;0,55;0,287;0,11;0,6;1,9;1,27;34;5;0,01;FALSE;[4]
9824;9824;3;Dried pasta, gluten-free, cooked, unsalted;Pasta seca, sin gluten, cocida, sin sal;163;3,09;34,4;1,1;0,71;0,29;0,49;1;7,08;32;5,9;0,015;FALSE;[]
9874;9874;3;Dried pasta, gluten-free, raw;Pasta seca, sin gluten, cruda;356;6,17;79;1,24;0,74;0,24;0,38;1,22;0;0;3,61;0,0078;FALSE;[]
9810;9810;3;Dried pasta, raw;Pasta seca, cruda;336;11,5;65,8;1,79;1,15;0,37;2,12;3;0;219;9,2;0,031;FALSE;[4]
9871;9871;3;Dried pasta, wholemeal, cooked, unsalted;Pasta seca, integral, cocida, sin sal;128;4,55;23,4;0,9;0,285;0,099;0,6;3,3;0,7;65;5;0,01;FALSE;[4]
9870;9870;3;Dried pasta, wholemeal, raw;Pasta seca, integral, cruda;353;11,8;67,6;2,2;1,17;0,38;1,8;6,1;0;378;6,2;0,016;FALSE;[4]
24686;24686;7;Dried sponge cake filled with fruits and covered with chocolate;Bizcocho seco relleno de frutas y cubierto con chocolate;0;3,23;69,5;10,6;3,52;6,11;51,7;2,16;34,8;159;70;0,17;FALSE;[4,8]
30300;30300;4;Dry sausage;Salchicha seca;418;24,2;2,41;34,5;17,93;11,3;1,2;0,73;99,4;583;1900;4,75;FALSE;[]
30311;30311;4;Dry sausage w walnuts and/or hazelnuts;Salchicha seca con nueces y/o avellanas;477;27,7;1,78;39,7;23,75;14,1;1,04;0,75;0;0;1660;4,31;FALSE;[]
30301;30301;4;Dry sausage, pure pork;Salchicha seca, pura de cerdo;417;28,7;1,79;32,3;18,66;12,2;1,4;0;99,3;525;1780;4,46;FALSE;[]
30302;30302;4;Dry sausage, pure pork, superior quality;Salchicha seca, de cerdo puro, de calidad superior;366;27,7;1,65;27,6;15,78;10,9;1,65;0,5;100;510;1790;4,22;FALSE;[]
30316;30316;4;Dry spicy pork sausage with red pepper;Salchicha de cerdo seca y picante con pimiento rojo;476;20,9;2,6;41,9;23,86;16;2,6;0;111;490;1560;3,91;FALSE;[]
28812;28812;4;Dry-cured ham;Jamón curado en seco;230;28,7;0,48;12,6;6,99;4,99;0,33;0;0;0;2250;5,7;FALSE;[]
28802;28802;4;Dry-cured ham, fat and rind removed;Jamón curado en seco, sin grasa ni corteza;192;26,3;0,3;9,5;5,58;3,47;0,3;0;66,4;0;2410;6,09;FALSE;[]
4034;4034;2;Duchesse potato, frozen, cooked;Patata duquesa, congelada, cocida;218;3,44;29,5;8,5;7,13;0,96;0,4;4,8;2,87;530;395;0,99;FALSE;[]
4042;4042;2;Duchesse potato, frozen, raw;Patata duquesa, congelada, cruda;178;2,8;23,2;7,72;6,35;1,33;0,73;2,13;0;0;368;0,93;FALSE;[]
8111;8111;4;Duck breast fillet, smoked;Filete de pechuga de pato, ahumado;364;21,9;0,55;30,5;0;11,3;0,55;0;0;0;1310;3,28;FALSE;[]
8109;8109;4;Duck confit (conserved in rendered fat), meat (leg) without skin, reheated;Confit de pato (conservado en grasa derretida), carne (pata) sin piel, recalentado;195;32;0;7,4;4,68;2,31;0;0;112;300;757;1,89;TRUE;[]
22060;22060;4;Duck egg, raw;Huevo de pato, crudo;181;13;1,31;13,8;7,75;3,68;0,93;0;884;222;146;0,37;TRUE;[7]
16550;16550;9;Duck fat;Grasa de pato;898;0;0;99,8;62,2;33,2;0;0;100;0;0;0;FALSE;[]
8315;8315;4;Duck mousse;Mousse de pato;395;10,1;7,07;36,1;19,28;13,7;2,05;0,45;0;0;627;1,58;FALSE;[]
8232;8232;4;Duck terrine;Terrina de pato;320;13,2;4,44;27,1;15,89;9,91;1,3;1,75;161;210;554;1,39;FALSE;[]
25058;25058;1;Duck with sauce (green pepper sauce, hunter-style sauce,etc.) , prepacked;Pato con salsa (salsa de pimienta verde, salsa estilo cazador, etc.), envasado;145;9,55;10,2;7,3;3,856322;3,477011;0;0;0;0;0;0;FALSE;[14]
36206;36206;4;Duck, breast fillet;Pechuga de pato;340;17,9;0,85;29,4;0;8,95;0,7;0;0;0;54,4;0,21;FALSE;[]
